물질명,유형,원소수,평균원자질량,평균가전자수,밀도,열전도도,전자비열계수,Tc
Au2K2PrCa2,화합물,4,97.48,2.2,2.15,8.33,11.96,5.64
Ru2Ni2Sr3Mg,화합물,4,37.95,3.8,8.47,28.81,4.6,3.6
ORh4Os2,화합물,3,101.47,4.5,7.59,41.81,8.99,10.46
H4F3,화합물,2,117.94,2.3,8.23,31.12,6.79,6.79
Ru2MoSm3,화합물,3,137.59,4.4,3.39,24.85,13.72,17.07
PtZn2Sr4ErLu,고온,5,130.84,4.3,7.5,4.61,2.15,136.37
Cr2NbLi2Os,화합물,4,20.85,1.7,2.1,7.1,13.31,29.26
Sr4Pr,수소화물,2,54.92,4.5,3.28,64.86,5.5,181.99
Ca3H2Rb4Co2Sr2,고온,5,133.93,2.9,6.38,6.97,3.31,147.74
Cd3BiBe3,합금,3,134.78,1.6,4.13,44.33,11.39,0.0
As2,원소,1,57.0,5.0,4.25,201.8,8.19,6.8
Sn3Rb3,합금,2,130.97,3.1,4.69,6.44,6.22,10.12
Ti,원소,1,55.7,3.0,4.04,20.55,9.41,1.71
SeBi,합금,2,25.57,4.0,12.3,143.55,6.57,7.88
ZnBiBe,화합물,3,56.62,2.4,9.71,34.83,11.13,8.93
Mg2,원소,1,208.21,4.0,21.24,384.82,5.28,0.0
Sr4SbAg2,화합물,3,52.87,4.9,5.03,16.21,2.49,14.78
La4SeCuCe2,고온,4,97.51,4.5,5.67,13.96,10.97,95.58
Sc3,원소,1,140.67,5.0,6.4,5.84,8.14,0.0
Y2V4IrLu2,고온,4,138.94,2.4,3.53,8.63,13.53,149.62
Pr3Hg,화합물,2,50.83,4.4,3.77,5.7,11.79,10.0
Nb2Te4,합금,2,76.56,4.4,9.69,131.15,1.42,0.0
Nb2Ce3Eu,화합물,3,119.27,2.4,10.94,29.7,0.86,8.15
LaBi2,화합물,2,133.31,4.6,7.51,33.39,13.02,21.09
Tm3Eu2C3F3Mg,고온,5,137.24,5.2,7.14,1.24,6.39,113.33
Eu2Yb4Rh4FeYCs2,고온,6,79.49,2.9,5.46,12.79,5.79,142.79
Sc2S2OsCu3Ba2Tb3,고온,6,114.25,5.7,7.2,1.16,10.54,67.67
TeGa4Eu2Ni2,화합물,4,62.88,5.7,4.69,43.86,5.8,9.72
Nd2Te4,합금,2,28.2,5.0,12.63,99.27,8.59,1.87
Rh2PbMgBa2Be2Ag3,고온,6,72.43,3.5,5.98,1.4,3.38,38.19
P4SbY3SnB2Ca3,고온,6,119.38,4.4,3.35,5.74,1.62,153.55
W3Ca3,수소화물,2,4.39,4.6,5.3,60.78,0.99,169.79
SiNi3,화합물,2,32.41,1.8,7.04,38.94,2.1,22.14
SbNb2U4,화합물,3,138.59,3.1,8.34,27.81,0.28,3.64
Cs2S2ThLu2Pt2K2,고온,6,107.71,2.4,3.24,1.49,5.09,159.44
WTiH3,화합물,3,72.57,3.6,1.82,10.58,14.55,9.55
RhCsSVZrPd,고온,6,57.19,5.1,3.0,2.0,0.62,68.91
SmVNU,고온,4,66.78,2.3,8.0,9.28,8.15,86.16
Nb2W3,화합물,2,11.53,1.9,2.74,21.05,9.28,2.43
Pd2ErSrTm2Be2Si2,고온,6,95.11,6.0,5.24,11.47,8.94,76.99
W2Se2IrLiUDy2,고온,6,104.54,5.4,4.09,11.63,12.14,108.05
O2Y2In3,합금,3,159.2,3.9,6.52,6.76,1.17,2.08
Sc3NdHg2Ru2Ta2B,고온,6,65.92,4.0,4.71,2.08,2.38,117.17
Ce3Sr2Re,화합물,3,30.5,4.6,12.29,27.57,3.49,3.03
BiIr4Se2O2Na2C2,고온,6,65.22,2.8,3.68,10.34,3.75,116.49
Rb3MoFeAl3,화합물,4,46.5,4.4,3.38,24.64,5.04,4.08
Ir2Mg3Sn2S3TlSb,고온,6,89.98,5.2,4.77,5.99,4.41,153.52
V4Y4,화합물,2,131.71,3.7,2.03,33.51,0.98,16.08
Sc3,원소,1,146.98,4.0,2.91,314.52,5.85,6.72
TbIrSbRu,고온,4,107.29,3.0,8.59,5.98,14.91,129.62
U3Bi3Na,합금,3,127.38,5.7,2.19,120.98,14.08,10.41
V3Hg2,화합물,2,126.7,3.1,6.31,44.28,12.72,8.55
H3Te4,수소화물,2,34.59,4.1,1.43,6.73,10.8,263.37
In3Rb2,수소화물,2,6.43,3.6,5.72,13.11,9.7,240.78
S2La3Ni,화합물,3,137.3,1.6,3.69,17.25,10.92,6.11
Ce4NTbEr2,화합물,4,110.1,1.7,12.56,30.87,5.74,7.67
MgFe3Ca,화합물,3,157.33,5.9,3.65,43.48,4.79,17.52
Cs2EuH3Se3,화합물,4,156.5,4.6,10.33,22.78,12.24,7.66
Sc3GaBeTa,화합물,4,137.56,5.2,12.38,13.38,0.43,20.8
AsLiZn2Ta4,화합물,4,107.71,5.1,12.61,23.82,6.19,3.9
GeV4NO,고온,4,118.37,1.6,4.72,14.34,4.88,134.57
Dy2Sm3Rh2Fe3,고온,4,139.52,2.6,5.3,1.8,4.05,80.13
Co2Si2W2Sr2Cr,고온,5,116.78,4.7,8.76,1.69,5.83,112.72
Yb3Cu3,합금,2,27.96,5.2,9.61,119.06,0.66,7.98
TlO2GeAl3,화합물,4,153.23,5.0,3.49,28.25,10.38,17.02
Tm,원소,1,156.61,4.0,1.02,68.87,9.97,13.55
SRh,화합물,2,25.28,4.7,10.51,31.87,10.31,19.34
Rh2Cd3AsO,화합물,4,11.26,3.5,3.45,21.39,7.63,9.07
In3S4Eu2Ce,고온,4,65.04,5.6,4.72,10.17,3.46,123.57
Th2GdSn4Zr4,화합물,4,142.57,4.3,10.13,46.21,10.11,13.5
Pr2Eu,합금,2,109.57,3.0,2.02,29.0,4.62,2.98
NiW2,합금,2,105.62,2.0,5.42,88.34,4.52,2.3
Sr3Ni4ErCs2ThK,고온,6,72.48,4.3,7.6,7.62,8.75,52.26
Na3Re3,화합물,2,37.95,4.6,10.58,30.39,0.41,0.0
Th2Gd2,합금,2,128.16,5.6,9.74,47.68,4.54,9.28
RbSrYb3,합금,3,50.67,3.1,4.76,96.21,5.11,8.44
Li3Bi4F3Ho,화합물,4,84.09,4.6,4.47,35.18,7.21,18.44
Co2,원소,1,134.04,5.0,9.46,397.93,1.02,5.28
Pd2Mo2K3Sm3Tl3,고온,5,79.45,2.0,7.96,14.48,0.51,90.45
Al2RbBi,화합물,3,71.29,2.1,5.85,23.41,12.69,2.27
Sb3Bi2Zr3,합금,3,33.0,3.3,15.34,142.21,12.31,0.0
Cr4Ni2,합금,2,21.93,5.3,13.94,30.36,14.46,4.86
MgPt3Ti3,수소화물,3,55.83,2.4,6.75,60.97,7.11,242.47
Ni3Dy4Ru3,화합물,3,108.99,3.0,6.81,42.1,4.8,2.8
K4Ge2Mo2,화합물,3,22.07,5.3,11.99,14.87,1.25,6.42
ZnTm3Bi4Sr2Pd2Nb3,고온,6,79.83,4.9,3.64,11.23,10.26,81.37
Zn2F4SrAl3Sb,고온,5,78.91,5.1,4.22,2.66,5.0,132.64
Cd2Sc4O,수소화물,3,56.42,5.7,5.91,57.92,2.27,217.62
Er3Lu4STa2Pt2,고온,5,35.81,4.0,4.56,9.02,14.4,110.62
Mg3CoOs,화합물,3,101.06,3.1,3.3,15.24,2.0,1.41
Sm2W2Au,합금,3,23.13,3.6,2.78,126.48,5.08,4.32
Rh3B4C3N2W2,고온,5,133.59,5.8,8.68,11.01,11.19,41.24
RhPt3,화합물,2,138.81,2.9,5.71,46.3,14.71,7.5
WHgK,화합물,3,118.22,4.8,3.46,1.84,10.63,8.73
V4Sb2HoCoSc,고온,5,74.52,3.8,5.52,4.92,0.59,106.29
Nd2Tl,합금,2,31.45,2.3,6.02,112.78,8.81,9.54
Ge4Sc4Fe,화합물,3,134.58,5.1,4.2,31.94,13.52,15.8
Mo3,원소,1,133.19,2.0,8.89,7.22,5.1,1.38
SrAu,화합물,2,40.14,5.4,8.37,36.99,6.35,6.41
Tl,원소,1,30.26,5.0,17.38,40.66,1.91,5.21
Sc2Na3,합금,2,22.04,5.2,3.87,35.39,11.14,6.05
AlLaRu,합금,3,94.91,3.0,9.54,25.87,3.03,0.71
W4U2V4,화합물,3,107.29,2.5,6.52,16.84,10.51,11.3
Hf3U2Y3Na2Mo2Cu3,고온,6,93.36,1.9,6.88,8.41,1.92,104.65
Ta3Na,화합물,2,91.53,3.7,1.92,23.59,13.76,11.89
OLa3,수소화물,2,51.09,3.1,6.19,77.02,14.17,101.9
W3CePr4,화합물,3,67.72,4.3,7.78,0.98,9.01,8.34
As2Cu2Ga,화합물,3,87.56,1.6,8.5,3.05,14.6,29.34
Te2Ca4AgHg,고온,4,30.05,3.1,5.63,2.8,5.07,43.44
IrBa2Cu,합금,3,168.3,3.0,12.96,133.21,2.56,5.75
Zn4Ru3,수소화물,2,29.92,5.4,5.96,68.32,3.31,181.94
Sc,원소,1,15.74,1.0,9.71,326.14,6.94,0.0
Eu2Sc,수소화물,2,28.33,1.6,3.87,44.69,12.03,137.45
Bi2,원소,1,142.13,4.0,13.15,68.51,3.6,3.66
K2Pr3As2Pd,고온,4,135.39,2.3,7.76,2.16,4.2,158.55
DyGe,화합물,2,95.14,4.6,1.93,5.74,12.95,27.61
Ge2Hg,수소화물,2,39.3,3.4,6.91,17.4,11.84,224.77
Eu2,원소,1,80.39,4.0,4.14,14.4,1.42,11.49
NdNiSbCr2,화합물,4,98.19,2.7,11.06,43.42,0.4,5.95
Pd3Sn,수소화물,2,57.69,1.7,2.32,24.42,5.04,250.43
PtTa2ReMo,화합물,4,136.76,2.6,8.08,12.29,8.04,22.56
La2Dy3Pd,화합물,3,76.03,1.5,6.23,3.49,5.89,0.56
Ta2RbFe,화합물,3,123.01,4.0,3.04,6.54,3.21,14.98
STm2HoN,화합물,4,74.07,5.6,4.36,33.68,6.65,5.01
NaRh2Ga2,화합물,3,153.63,1.5,5.72,16.29,2.23,11.65
B4Al2W3,화합물,3,34.0,4.8,2.61,47.09,6.95,6.18
HfMn3Nd3U,고온,4,112.94,3.6,5.97,4.65,10.88,105.02
Zr,원소,1,102.86,3.0,12.8,392.41,5.27,2.35
PBaTm2In3,화합물,4,33.91,4.9,10.53,43.88,6.26,2.44
Si2Sr3Ga3,수소화물,3,38.0,3.1,1.37,24.03,11.19,255.75
As2Ni2SZr4Y2Hf2,고온,6,32.15,3.3,8.32,9.09,4.46,62.49
ErReBe2As2,화합물,4,154.0,4.0,4.34,11.88,11.8,14.47
N2B2Zr2,화합물,3,10.15,2.7,5.77,5.89,0.56,31.38
Zn2Tb,합금,2,86.81,2.7,2.01,135.38,4.97,0.0
U3In2Li,합금,3,42.77,3.2,4.96,120.97,12.19,4.89
Zr3Yb,화합물,2,82.77,2.1,13.64,13.57,9.56,13.72
Ho3Tb,화합물,2,93.32,3.3,13.9,48.43,4.3,2.05
YYb4Bi,화합물,3,91.05,5.0,2.22,30.47,8.33,5.43
Co2,원소,1,160.59,5.0,2.41,299.13,2.05,9.44
ZrGa,수소화물,2,7.42,5.5,4.31,53.42,14.05,264.51
N3SrRh2,수소화물,3,34.79,4.0,2.85,26.49,4.61,131.31
Sr2Ba2C,화합물,3,70.33,4.7,2.94,25.76,2.88,11.13
TeRe3,화합물,2,118.4,3.6,8.44,18.43,3.14,4.93
Li2ThRe2Sb2,화합물,4,87.8,5.4,3.95,31.58,2.38,7.42
La2Mg3Os4Hf,고온,4,37.59,4.1,5.15,2.82,13.55,49.34
Tb3CdYb2,화합물,3,67.49,4.8,7.26,5.78,9.4,6.28
HgTb2,합금,2,155.11,5.2,6.86,75.44,12.37,4.6
Si3CeCs3Y2Nd,고온,5,78.33,3.3,7.19,12.08,7.67,73.3
TaFeTbHoMo2,고온,5,123.71,5.4,6.03,14.35,1.43,79.33
Fe3Tb3AuTm3,고온,4,33.02,3.9,5.34,12.88,7.88,106.84
Ge2FeAs2,화합물,3,36.67,2.8,10.73,38.99,8.59,14.93
Hg3Nb2,화합물,2,152.71,3.1,13.97,41.37,6.8,27.85
FeU3,화합물,2,157.34,5.3,6.85,41.7,8.65,2.21
Sr3Sb4Rb3PbPr2,고온,5,73.79,3.2,5.59,8.53,10.9,125.0
B3N3Sm4Cd3SeCu2,고온,6,94.01,3.8,7.71,12.67,6.38,39.65
Pb2,원소,1,101.23,3.0,12.44,201.79,8.15,5.5
N2,원소,1,24.24,2.0,10.71,328.33,6.34,0.0
BCd,화합물,2,139.8,4.1,10.52,21.95,14.8,5.99
BOsZrAu2K,고온,5,95.46,3.0,6.02,3.63,14.48,59.22
Cs3Zn3Sc3,수소화물,3,45.45,5.6,2.98,75.06,10.7,214.26
SiBNa,합금,3,30.22,2.6,3.54,76.83,2.77,9.4
Bi2TmRb,화합물,3,98.83,5.9,12.09,12.31,11.12,7.39
PC4Gd2Lu,화합물,4,124.32,5.1,8.05,49.84,9.69,16.61
V2WN,수소화물,3,38.75,5.3,2.78,27.4,8.02,279.7
RbDy3S2Mg3GdLi,고온,6,98.44,4.4,5.42,6.33,6.53,142.31
TbCuYTa2,고온,4,42.33,5.9,4.93,2.73,3.31,152.01
Ca3Pr2La3,화합물,3,89.39,2.9,4.95,47.74,4.51,3.25
Zn3Ru3Cd2,화합물,3,124.78,2.6,6.97,6.41,10.95,4.79
Sn3SiNi,합금,3,146.81,5.4,11.75,18.98,6.02,8.82
Th2,원소,1,103.94,3.0,6.84,344.92,6.39,1.3
NThBa3ZnY,고온,5,31.05,4.5,4.34,8.43,0.69,103.92
Mn2MoOSi,고온,4,57.46,3.7,6.41,5.87,11.71,148.0
Fe2Mo2,수소화물,2,2.79,3.4,7.45,55.53,3.66,252.33
Nd2Sr2,수소화물,2,53.25,1.6,4.58,9.72,1.93,269.46
Ir2Sc2,화합물,2,119.68,4.7,10.05,46.47,9.02,6.8
BaCCsBeFeW2,고온,6,38.31,6.0,3.21,9.55,13.28,37.16
MnAu2K3AsEr4Ca2,고온,6,40.15,4.8,3.03,11.1,5.9,56.87
Ce2Sn2GdN3Mo2Tm3,고온,6,133.34,2.7,8.84,9.53,5.31,69.35
K2Tl2,합금,2,69.31,3.3,8.5,134.03,6.08,2.71
Si4Y3LiO2,화합물,4,64.06,4.0,9.41,48.13,9.9,9.21
Nb2Rb4,합금,2,74.94,4.1,10.69,72.67,13.69,1.66
La3Bi,수소화물,2,34.4,3.2,1.4,74.94,9.87,187.16
VIn2,화합물,2,45.57,3.4,12.48,39.38,14.31,3.89
Zr4Yb3,합금,2,51.34,4.5,14.53,31.09,4.25,1.46
In3MgGa2,화합물,3,98.79,2.4,5.15,9.23,9.74,9.76
Tb2Ag3,화합물,2,114.97,5.8,10.21,24.27,12.37,11.6
Mn2Be3CrNi2,화합물,4,153.3,2.5,13.73,28.58,0.41,2.49
Bi2Dy2,합금,2,165.98,5.0,2.49,114.02,1.85,3.8
CoSm2Cd,화합물,3,98.74,3.6,7.6,12.1,3.03,11.61
ZnCa,화합물,2,72.15,2.9,2.64,49.96,9.07,6.43
Te3Re3Rb3Ge2Sc4,고온,5,137.85,4.2,3.03,10.73,10.93,81.04
Mo3Pr2CsNi2,화합물,4,120.34,3.5,3.59,5.0,6.35,22.69
F2Nb3Ta2RbZr3,고온,5,134.44,4.1,5.36,1.81,7.83,74.95
Ti2La,화합물,2,67.67,1.8,5.69,38.13,2.68,6.82
P4Sm2,화합물,2,30.29,2.5,11.14,26.77,12.3,7.58
LaAs2AgGe2,고온,4,130.97,5.5,6.68,13.76,1.46,124.98
CoEu4Hg2,화합물,3,149.74,1.7,8.51,47.33,4.43,2.57
Os3As2F2,합금,3,86.02,3.3,4.49,96.53,3.37,7.1
N3,원소,1,48.11,1.0,19.15,216.6,3.85,0.81
P2HHg3PdCd4Ir2,고온,6,126.36,3.4,4.12,13.93,8.9,74.35
SnRh3Hg2Se,화합물,4,48.58,2.4,2.66,29.54,14.95,10.72
Y2Al2Yb2Pt2,화합물,4,49.09,3.2,8.0,40.79,13.65,4.58
Ag2Ba,합금,2,108.86,1.7,13.52,10.45,11.09,11.03
Si2C2,합금,2,71.14,2.9,7.65,56.72,10.4,1.81
W,원소,1,6.92,5.0,15.23,280.29,6.42,1.65
Ho2SmCe2,화합물,3,31.08,4.7,10.96,0.57,4.77,7.43
RhMn3Ba2,화합물,3,144.89,5.1,6.81,30.17,4.07,8.17
RbCaTl3,화합물,3,96.12,4.3,5.89,49.37,5.06,10.94
Sc2Be3Rh,화합물,3,42.93,3.5,7.91,20.08,9.97,9.42
Ho3Mo2Sb2Co2Zn3Tb3,고온,6,139.88,1.9,8.96,9.43,4.46,153.78
F2Li3,화합물,2,47.05,2.8,12.1,0.68,1.86,7.89
Ru4Y2,화합물,2,112.46,2.3,6.32,46.96,11.48,9.59
Os2Lu2NbTb2Hf2,고온,5,133.05,5.5,4.24,12.9,8.61,53.92
Ag2TlGe2P,화합물,4,34.58,5.9,10.38,26.96,0.22,11.37
Re2Sn2OsCo3,화합물,4,92.69,3.4,10.05,30.7,1.51,8.03
Eu3Sr2PrO2Tb3,고온,5,80.63,2.3,7.22,6.94,3.54,104.08
Al2H4Tm2Mg2V,고온,5,37.67,1.9,5.62,13.81,10.93,76.97
Th3K,합금,2,37.07,3.7,3.59,68.98,4.01,3.26
Y4Hg2Ho2Ta2,고온,4,51.15,2.1,3.34,1.15,4.55,69.46
Dy2Sc3Mo,화합물,3,106.75,1.6,9.16,46.06,5.82,8.01
BAu,합금,2,160.32,5.7,10.0,58.47,3.39,4.97
RbIr2,화합물,2,92.74,3.5,4.39,16.77,11.24,5.35
Au2N,수소화물,2,51.87,4.6,5.74,52.3,8.24,179.11
BGe3Ta,화합물,3,48.16,5.3,5.99,43.19,1.98,16.76
MoNiSn3Ir,화합물,4,141.77,2.8,9.8,7.01,12.19,9.55
H3KIn3Al3,화합물,4,144.05,3.5,10.52,24.46,8.94,10.05
IrZr,합금,2,150.26,1.8,2.24,99.2,12.31,1.93
Sb2,원소,1,92.48,5.0,5.57,234.81,0.81,2.88
Li3Sc3,합금,2,82.61,2.1,9.54,27.64,3.43,1.66
Te2Na2,합금,2,45.06,1.7,10.94,24.91,9.94,0.0
Ge4Ce2Os,합금,3,176.1,4.0,15.31,118.96,8.85,4.27
S4Ti,합금,2,162.17,4.7,13.96,103.47,8.24,6.16
K2Dy2Ir2,화합물,3,106.93,2.3,7.72,42.74,2.68,10.51
Sn2HoMg,합금,3,171.36,3.4,2.25,148.57,14.0,5.4
Pb2HfNd2Li,화합물,4,135.0,4.6,7.07,10.48,13.05,9.04
MgAuAlSmPW,고온,6,118.11,3.9,5.16,10.27,0.7,70.58
Mo2Ge3,화합물,2,150.55,4.9,10.97,46.8,1.93,2.27
YRh2Nd,화합물,3,133.11,3.0,3.01,20.56,4.33,17.17
Mo3U2Ge2,합금,3,70.05,2.9,3.86,116.12,0.55,2.99
Pb4SiHo2,합금,3,69.65,5.2,2.44,116.72,13.25,5.29
Sm2,원소,1,9.12,5.0,11.63,18.35,9.38,0.0
Bi4Pt2Cd3,합금,3,149.41,2.3,4.81,122.18,7.81,1.42
Ho4Rh2,합금,2,62.13,1.8,8.97,131.42,1.61,3.18
H2Ge2C3,합금,3,55.08,5.6,10.48,90.07,5.12,10.09
BiMg2,합금,2,96.05,5.1,4.06,140.09,12.01,2.5
Pb3Ho2,합금,2,157.31,1.7,6.05,51.17,8.11,7.59
BIr2,화합물,2,112.33,5.4,10.09,7.47,3.74,32.67
BaMn,합금,2,154.81,5.5,15.97,139.32,9.31,34.76
FSc,화합물,2,81.96,5.2,12.2,22.73,4.17,14.03
ZnU3Ho,화합물,3,14.75,4.7,13.65,33.69,6.6,3.13
Os3Ca4Rh3,화합물,3,106.19,4.2,12.26,41.49,9.49,6.75
Cr,원소,1,181.4,5.0,15.13,34.63,5.27,4.39
Te2N4LiV,고온,4,81.37,3.7,4.52,10.84,3.3,43.08
CrIn2,화합물,2,61.56,5.7,12.6,49.57,13.93,7.96
Dy3Ce4Au,합금,3,132.06,4.7,5.25,135.89,13.53,0.0
PtGeTl2Zr4,고온,4,106.69,5.3,8.42,12.78,7.79,40.0
F2DyTbCaS,고온,5,115.91,2.5,7.3,1.88,7.88,125.2
Ni2,원소,1,36.89,4.0,10.31,179.04,7.35,0.27
Th2Y2,합금,2,47.67,3.9,11.76,22.45,1.14,5.51
Ru2Dy2YBe2Te4,고온,5,45.43,1.9,8.74,9.4,9.94,45.28
O3Ir2CuPr2,고온,4,81.81,1.9,8.47,3.95,6.77,73.2
Te2S2Re2,합금,3,97.82,2.0,10.01,27.5,10.94,4.58
USb,합금,2,50.63,2.3,11.61,65.54,5.2,8.77
Na2V4As,화합물,3,17.14,3.4,10.62,40.14,9.52,9.97
B3Pr3Mn3Ir,화합물,4,60.31,5.0,5.44,37.47,2.62,7.71
Hf2Gd2Te3Ga,화합물,4,24.4,5.4,8.57,42.9,4.61,18.46
VYb,화합물,2,119.88,5.6,10.11,33.16,11.41,11.27
S2Re4NaSm3,화합물,4,138.36,1.9,9.36,33.24,4.36,7.06
BeCu3Mn2Si3Y,고온,5,63.85,4.6,8.48,8.69,8.0,87.37
Sn2,원소,1,187.9,2.0,3.92,233.39,2.38,3.47
C2Se2O2,합금,3,92.09,3.8,6.17,76.03,11.25,4.98
Zr3Al2Sr2,화합물,3,87.4,4.3,7.79,16.17,14.17,9.0
MgVZrCa4,고온,4,34.46,3.6,3.49,9.4,3.85,91.89
ScNa3Hg,화합물,3,33.26,2.8,5.93,31.89,10.38,7.75
Ti3TaRh,화합물,3,129.65,2.0,8.8,43.78,10.95,4.01
AuH,합금,2,69.47,3.2,8.05,34.3,5.75,8.41
AsKMo2,화합물,3,43.07,5.6,12.67,40.24,1.86,11.65
ReAu3,화합물,2,37.92,2.0,4.95,9.42,14.93,7.09
Zr3K,합금,2,34.8,2.9,4.01,29.92,6.29,2.52
As2Mn,합금,2,97.72,4.2,9.92,22.04,10.09,6.26
Cs2Ag2Au2P,화합물,4,143.34,3.7,5.16,29.64,9.85,6.59
Ca,원소,1,117.25,1.0,17.53,378.39,3.84,4.3
Si2PtV4,화합물,3,45.43,5.7,10.39,23.62,10.05,30.95
TeMgMn4,합금,3,75.47,4.6,5.93,99.69,4.86,4.84
SnGa2Zr2,화합물,3,22.94,2.0,8.38,9.53,14.19,5.47
P2Sm,합금,2,41.81,2.4,8.67,139.26,6.73,14.9
Co3HDy2Ho,고온,4,129.65,2.6,6.58,14.43,8.63,100.82
Rh4Co2In3,화합물,3,107.53,5.6,6.41,49.54,6.7,15.28
Tb2IrLaZn3,화합물,4,122.8,5.5,11.89,43.53,6.54,6.55
NdBa2DyCrSr2,고온,5,30.27,4.5,4.06,10.13,4.51,149.76
AlTb,화합물,2,86.43,5.4,6.54,17.08,10.12,13.99
AgV,합금,2,165.94,5.6,10.74,63.06,1.57,10.7
CaMn3,화합물,2,115.37,4.7,1.88,34.2,9.9,17.62
Hg3CdIr2,화합물,3,51.24,3.8,8.41,20.72,14.08,6.18
KCr2LuBi2Ba2,고온,5,105.93,3.9,3.06,10.03,9.84,65.52
Nb3Sb,화합물,2,90.81,2.5,9.13,28.82,14.05,1.48
SRe3Yb,합금,3,64.85,2.2,4.71,87.03,9.28,7.4
K3AsLu4,화합물,3,11.03,4.2,7.52,26.9,11.33,6.69
S3La3TmK3,화합물,4,124.0,4.0,5.53,9.71,14.91,12.45
Hf2Ga2,화합물,2,100.46,3.3,12.78,47.86,12.29,3.87
Ho3Rb2,화합물,2,121.22,2.3,8.12,1.97,6.58,26.18
U3ZrHf,화합물,3,118.02,4.2,12.64,36.34,1.83,30.28
Sn3Hg3,수소화물,2,31.8,5.7,2.4,22.06,14.96,149.84
La3F2Sr2Lu,화합물,4,132.61,3.8,9.43,28.86,1.21,8.36
Dy2Ho,합금,2,178.63,3.6,11.91,134.96,13.47,16.94
Pb2LaBi4,합금,3,143.69,2.4,12.3,101.8,3.52,2.72
Sn2Hf3,합금,2,29.98,3.6,4.61,28.32,11.3,6.57
Th2Ce,합금,2,179.67,2.6,15.37,43.64,11.35,6.28
Ba4In4Al,합금,3,43.97,5.5,3.88,115.33,6.79,2.31
LaCr3Te,합금,3,125.3,4.0,12.22,53.26,6.38,11.37
YAsP2,화합물,3,22.39,3.3,1.99,16.02,14.72,2.48
YbGdCa,합금,3,106.98,5.9,11.82,86.43,13.13,9.1
Cd2Pd3H2KSm,고온,5,79.44,5.9,3.52,13.73,7.3,146.75
Tl2Cd2,합금,2,68.37,5.7,3.51,99.24,10.17,3.28
Dy2TeScNa,화합물,4,22.3,4.8,2.42,33.74,10.83,15.98
AgGe2Bi2La2,화합물,4,44.23,2.3,8.03,17.26,0.42,19.15
Cs3Sb,수소화물,2,7.73,5.9,4.09,30.64,12.79,271.16
Eu3Rh3Bi3,합금,3,55.99,2.6,2.12,145.08,6.97,2.9
N4RbOGe,화합물,4,97.91,1.7,10.37,6.95,0.52,9.59
Ba2Zr2,수소화물,2,56.99,5.6,1.54,51.36,7.3,138.76
Hf4UFe2Os,고온,4,91.25,3.9,4.56,8.78,10.63,37.17
ZrMn2Pd3As2Fe,고온,5,65.94,2.7,8.2,14.0,2.66,153.91
TiCs2K,합금,3,70.36,5.4,8.79,31.41,1.51,3.21
Li2In2,합금,2,35.59,1.9,3.32,84.35,2.13,3.02
YbTb2IrTe2,화합물,4,151.49,4.9,5.91,7.83,13.78,3.56
AsMo3Tl3V4Dy3,고온,5,51.05,2.7,8.8,3.08,14.38,40.86
Rh3Pd3As3,화합물,3,91.46,2.7,4.04,5.97,9.36,4.57
As4V3,화합물,2,119.81,4.8,6.69,13.02,9.95,17.48
TeY,합금,2,21.82,4.2,10.11,7.83,10.46,0.0
SmTbYbTe3B2,고온,5,100.59,2.3,4.41,1.63,5.6,32.01
Cd3Li2In4,합금,3,28.09,5.9,13.39,147.44,4.25,10.11
RuZr3,화합물,2,53.98,3.0,13.05,26.0,2.67,17.12
Th2C3,화합물,2,33.95,3.8,3.06,37.87,4.5,4.22
CrNd3C4,화합물,3,98.89,1.8,1.93,32.22,3.16,17.49
Na4Al3Ga,합금,3,117.91,5.4,11.75,132.4,9.67,6.91
Ga2VAs2,합금,3,127.94,4.2,11.51,60.84,4.81,10.04
V3Li4,화합물,2,116.05,5.6,12.83,24.02,13.3,22.15
Ce3LiC3,화합물,3,155.17,1.9,2.63,17.58,4.71,11.47
La3OsGa,화합물,3,89.03,3.7,7.13,46.21,12.53,5.83
UO3,합금,2,50.33,5.6,11.18,61.56,7.3,11.47
B4O3Gd2S4,화합물,4,136.25,4.0,3.58,10.14,12.36,10.35
S3Cs3,화합물,2,82.61,2.2,4.43,49.68,3.94,2.15
Sm,원소,1,212.87,2.0,12.21,141.46,2.52,0.0
Cd3YEu3Ce3,화합물,4,117.72,4.2,10.07,7.81,13.06,9.94
UGe,합금,2,175.51,3.8,7.67,130.8,14.87,8.22
Co3,원소,1,216.19,3.0,20.44,327.07,6.92,0.0
CrLi4,수소화물,2,53.97,2.9,3.18,61.6,2.43,179.46
Be3F4,화합물,2,126.34,6.0,1.58,4.68,3.87,16.39
Hg2SnErOsRe2Fe,고온,6,68.46,5.8,4.54,8.97,3.33,52.97
TmDy2Ta3,합금,3,90.11,3.9,15.74,33.25,3.71,6.18
YbEuSc,화합물,3,63.71,2.0,5.6,23.38,8.1,12.2
ErDyCo2PdTeS,고온,6,135.0,4.5,5.37,4.75,2.38,153.25
U3WGa2Cd2,화합물,4,30.57,5.0,5.05,39.74,11.86,9.49
Au2NaCa2,화합물,3,107.51,3.3,7.29,30.7,6.95,10.32
Mn2K,화합물,2,122.51,3.2,13.61,10.79,12.01,23.12
Dy3Os2,화합물,2,71.62,1.6,4.08,30.92,2.67,2.01
CeS3Hf2K2Os2,고온,5,85.18,5.4,3.26,14.41,7.7,59.67
